,artists,genres
4864,Connie Francis,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']"
4865,Connie Harvey,[]
4866,Connie Smith,"['classic country pop', 'nashville sound']"
4867,Connor Spiotto,"['indie pop', 'otacore']"
4868,Conor Maynard,"['dance pop', 'pop', 'post-teen pop', 'viral pop']"
4869,Conrad Sewell,['australian pop']
4870,Conrad Yama,[]
4871,Consequence,"['nyc rap', 'queens hip hop']"
4872,Constantin Bakaleinikoff,[]
4873,Constantine Callinicos,[]
4874,Consuelo Torres Ortiz Velazquez,[]
4875,Consumed,['anthem worship']
4876,Conte Candoli,['jazz trumpet']
4877,Control,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
4878,Control Machete,"['chicano rap', 'latin alternative', 'latin hip hop', 'latin rock', 'mexican hip hop', 'mexican rock', 'rock en espanol']"
4879,Converge,"['boston hardcore', 'chaotic hardcore', 'mathcore', 'melodic hardcore', 'metalcore', 'post-hardcore', 'screamo']"
4880,Conway Twitty,"['arkansas country', 'country']"
4881,Conway the Machine,"['alternative hip hop', 'boom bap', 'hip hop', 'underground hip hop']"
4882,Cookie & The Cupcakes,"['swamp blues', 'swamp pop']"
4883,Cookie Monster,"['cartoon', ""children's music""]"
4884,Cookiee Kawaii,[]
4885,Cookin' On 3 Burners,"['bboy', 'funk', 'instrumental funk', 'modern funk']"
4886,Cool,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'old school hip hop', 'pop rap', 'queens hip hop', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']"
4887,Cool C,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'old school hip hop', 'pop rap', 'queens hip hop', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']"
4888,Cool Change,[]
4889,Cooliecut,"['dark trap', 'emo rap', 'underground hip hop', 'vapor trap']"
4890,Coolio,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']"
4891,Cooper Sams,"['background music', 'focus']"
4892,Cootie Williams & His Rug Cutters,['vintage swing']
4893,Copper King,[]
4894,Coquelin,[]
4895,Cora shaman with mitote,['musica prehispanica']
4896,Coralie Clement,"['chanson', 'nouvelle chanson francaise']"
4897,Corb Lund,"['alberta country', 'canadian contemporary country', 'canadian country', 'canadian singer-songwriter', 'cowboy western']"
4898,Corbin Bleu,['post-teen pop']
4899,Corey Hart,"['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock']"
4900,Corey Smith,"['contemporary country', 'country', 'country road', 'modern country rock']"
4901,Corey Taylor,['alternative rock']
4902,Corinne Bailey Rae,"['british soul', 'neo mellow', 'neo soul', 'soul']"
4903,Corinne Marchand,[]
4904,Corinne Vozza,[]
4905,Cormon,[]
4906,Cornelia Otis Skinner,[]
4907,Cornelio Reyna,"['banda', 'cumbia', 'grupera', 'norteno', 'ranchera', 'regional mexican']"
4908,Cornelio Vega y su Dinastia,"['corridos tumbados', 'regional mexican pop']"
4909,Cornelius,['classic soul']
4910,Cornelius Brothers & Sister Rose,['classic soul']
4911,Cornelius Peeples,[]
4912,Cornell Campbell,"['dub', 'lovers rock', 'reggae', 'rock steady', 'roots reggae', 'ska']"
4913,Cornershop,"['britpop', 'chamber psych']"
4914,Coro,"['banda', 'regional mexican', 'regional mexican pop']"
4915,Coro Cantores de Madrid,['spanish classical']
4916,Coro Cetra,[]
4917,Coro Del Teatro Alla Scala Di Milano,"['opera', 'opera chorus']"
4918,"Coro Del Teatro Alla Scala Di Milano, Orchestra Del Teatro Alla Scala Di Milano, Herbert Von Karajan",[]
4919,"Coro Del Teatro Alla Scala Di Milano, Orchestra Del Teatro Alla Scala Di Milano, Tullio Serafin",[]
4920,Coro Infantil Sinfonico,[]
4921,Coro Lirico di Milano della Rai,[]
4922,Coro del Maggio Musicale Fiorentino,['opera chorus']
4923,"Coro del Maggio Musicale Fiorentino, Raffaele Arié, Orchestra del Maggio Musicale Fiorentino, Tullio Serafin",[]
4924,Coro del Teatro Comunale di Bologna,['opera chorus']
4925,Coro del Teatro dell' Opera di Roma,['opera chorus']
4926,Coro dell'Accademia Nazionale Di Santa Cecilia,['opera chorus']
4927,Coro dell'EIAR di Torino,[]
4928,Coro di Roma della RAI,[]
4929,Coro di Torino della RAI,[]
4930,"Coro di Torino della RAI, Orchestra di Torino della RAI, Antonino Votto",[]
4931,"Coro e Orchestra del Teatro alla Scala, Milano",[]
4932,Corona,"['bubblegum dance', 'diva house', 'eurodance', 'europop', 'hip house']"
4933,Coroner,"['metal', 'old school thrash', 'speed metal', 'swiss metal', 'technical thrash', 'thrash metal']"
4934,Corrosion Of Conformity,"['alternative metal', 'groove metal', 'hard rock', 'metal', 'nu metal', 'old school thrash', 'post-grunge', 'rap rock', 'rock', 'sludge metal', 'stoner metal', 'stoner rock']"
4935,Cortex,['jazz funk']
4936,Cortijo Y Su Combo,"['latin jazz', 'puerto rican folk', 'salsa', 'salsa international']"
4937,Cory Asbury,"['anthem worship', 'ccm', 'christian music', 'deep ccm', 'world worship', 'worship']"
4938,Cory Gunz,['nyc rap']
4939,Cory Morrow,"['outlaw country', 'red dirt', 'texas country']"
4940,CoryaYo,"['chillhop', 'jazz boom bap', 'lo-fi beats', 'phonk']"
4941,Cosculluela,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'tropical']"
4942,Cosimo Viciglione,[]
4943,Cosmic Gate,"['edm', 'german techno', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']"
4944,Cosmo Pyke,"['indie garage rock', 'uk contemporary r&b']"
4945,Cosmo Sheldrake,['uk pop']
4946,Costi,['romanian pop']
4947,Costumbre,"['grupera', 'norteno', 'tejano', 'tex-mex']"
4948,Coti,"['cumbia pop', 'latin', 'latin pop', 'rock en espanol', 'spanish pop', 'spanish pop rock']"
4949,Cotton Jones,"['baroque pop', 'freak folk', 'funk', 'indie folk', 'indie rock', 'neo-psychedelic', 'stomp and holler']"
4950,Coucheron,['nordic house']
4951,Council Estate Supermodels,['isle of wight indie']
4952,Count Basie,"['adult standards', 'bebop', 'big band', 'cool jazz', 'jazz', 'jazz piano', 'lounge', 'stride', 'swing', 'vocal jazz']"
4953,Count Basie & His All American Rhythm Section,[]
4954,Count Basie & His Orchestra; Vocal by Jimmy Rushing,[]
4955,Count Basie Octet,[]
4956,Count Basie Orchestra,"['big band', 'swing']"
4957,Count Basie's Kansas City Seven,[]
4958,Count Five,"['classic garage rock', 'freakbeat', 'protopunk', 'psychedelic rock']"
4959,Count Lasher,"['calypso', 'mento']"
4960,Countee Cullen,['poetry']
4961,Counting Crows,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock']"
4962,Country Comfort,"['hawaiian', 'jawaiian']"
4963,Country Joe & The Fish,"['acid rock', 'blues rock', 'classic garage rock', 'classic rock', 'country rock', 'folk rock', 'freakbeat', 'psychedelic rock']"
4964,Country Joe McDonald,"['folk rock', 'psychedelic rock']"
4965,Coupé Cloué,"['kompa', 'twoubadou']"
4966,Course Of Nature,"['grunge pop', 'hard alternative', 'post-grunge']"
4967,Courteeners,"['britpop', 'english indie rock', 'manchester indie', 'modern rock', 'rock']"
4968,Courtney Barnett,"['art pop', 'australian indie', 'indie pop', 'indie rock', 'melbourne indie']"
4969,Courtney Love,['alternative rock']
4970,Cousin Emmy,"['kentucky mountain folk', 'old-time']"
4971,Cousin Stizz,"['boston hip hop', 'deep underground hip hop', 'rap', 'trap', 'underground hip hop', 'vapor trap']"
4972,Coven,['orchestra']
4973,Coverdale/Page,"['album rock', 'glam metal', 'hard rock']"
4974,Covered Wagon Musicians,[]
4975,Cowboy,"['alternative country', 'classic canadian rock', 'country rock', 'folk', 'folk rock', 'lilith', 'melancholia', 'new wave pop', 'pop rock', 'roots rock', 'toronto indie', 'traditional folk']"
4976,Cowboy Junkies,"['alternative country', 'classic canadian rock', 'country rock', 'folk', 'folk rock', 'lilith', 'melancholia', 'new wave pop', 'pop rock', 'roots rock', 'toronto indie', 'traditional folk']"
4977,Cowboy Mouth,"['alternative roots rock', 'pop rock']"
4978,Cowboy Troy,"['country', 'country rap', 'country road', 'redneck']"
4979,Coyote Oldman,"['healing', 'meditation', 'native american', 'new age']"
4980,Coyote Shivers,[]
4981,Coyote Theory,[]
4982,Cozi Zuehlsdorff,[]
4983,Cozz,"['rap', 'underground hip hop']"
4984,Crabby Appleton,[]
4985,Cracker,"['alternative country', 'alternative rock', 'permanent wave', 'pop rock', 'post-grunge', 'roots rock']"
4986,Cradle Of Filth,"['alternative metal', 'black metal', 'british black metal', 'death metal', 'gothic metal', 'metal', 'nu metal', 'symphonic black metal']"
4987,Craft Spells,"['chillwave', 'indie garage rock', 'indie pop', 'indietronica', 'nu gaze', 'shimmer pop']"
4988,Crafting Audio,[]
4989,Craig Armstrong,"['british soundtrack', 'compositional ambient', 'scorecore', 'soundtrack']"
4990,Craig Campbell,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'redneck']"
4991,Craig Cardiff,"['canadian indie', 'canadian singer-songwriter', 'deep new americana', 'indie folk']"
4992,Craig David,"['british soul', 'dance pop', 'pop', 'pop rap', 'r&b', 'tropical house', 'urban contemporary']"
4993,Craig Douglas,"['brill building pop', 'deep adult standards', 'merseybeat', 'rock-and-roll']"
4994,Craig Dunlop,[]
4995,Craig Engel,[]
4996,Craig Fuller,[]
4997,Craig G,[]
4998,Craig Jessop,[]
4999,Craig Kohland & Shaman's Dream,['healing']
5000,Craig Mack,"['gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'rap']"
5001,Craig Morgan,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']"
5002,Craig Pruess & Ananda,"['healing', 'kirtan']"
5003,Craig Xen,"['dark trap', 'emo rap', 'underground hip hop', 'vapor trap']"
5004,Crain & Taylor,[]
5005,Cranes,"['dark wave', 'dream pop', 'ethereal wave', 'gothic rock', 'nu gaze', 'shoegaze']"
5006,Crash Kings,"['modern alternative rock', 'piano rock']"
5007,Crash Test Dummies,"['canadian rock', 'pop rock', 'post-grunge']"
5008,Crass,"['anarcho-punk', 'art punk', 'crust punk', 'hardcore punk', 'punk', 'thrash core']"
5009,Crazy Cavan,"['neo-rockabilly', 'rock-and-roll', 'rockabilly', 'uk rockabilly']"
5010,Crazy Elephant,['bubblegum pop']
5011,Crazy Frog,['eurodance']
5012,Crazy Horse,"['country rock', 'folk rock', 'roots rock']"
5013,Crazy P,"['alternative dance', 'deep house', 'disco', 'disco house', 'electronica', 'filter house', 'indie soul', 'new rave', 'nu disco', 'vocal house']"
5014,Crazy Town,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap rock']"
5015,Cream,"['album rock', 'art rock', 'blues rock', 'classic rock', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'roots rock', 'supergroup']"
5016,Creature Feature,"['dark cabaret', 'otacore', 'steampunk']"
5017,Crecer German,"['corridos tumbados', 'regional mexican pop']"
5018,Creed,"['album rock', 'classic rock', 'country rock', 'rock', 'roots rock', 'southern rock', 'swamp rock']"
5019,Creed Bratton,[]
5020,Creedence Clearwater Revival,"['album rock', 'classic rock', 'country rock', 'rock', 'roots rock', 'southern rock', 'swamp rock']"
5021,Creighton Thompson,[]
5022,Creme Soda,[]
5023,Creol,['rumba']
5024,Cri-Cri,"['latin', 'latin arena pop', 'latin pop', 'rock en espanol']"
5025,Crickets,[]
5026,Crime & the City Solution,"['australian post-punk', 'post-punk']"
5027,Crime Mob,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
5028,Crimson Glory,"['metal', 'neo-trad metal', 'nwothm', 'power metal', 'progressive metal', 'speed metal']"
5029,Cris Alexander,[]
5030,Cris Groenendaal,[]
5031,Cris Williamson,[]
5032,Crispian St. Peters,"['brill building pop', 'british invasion', 'bubblegum pop', 'merseybeat', 'rock-and-roll']"
5033,Cristian,"['latin', 'latin arena pop', 'latin pop', 'rock en espanol']"
5034,Cristian Castro,"['latin', 'latin arena pop', 'latin pop', 'rock en espanol']"
5035,Cristian Vasile,['romanian rock']
5036,Cristiano Dalamangas,[]
5037,Cristin Milioti,[]
5038,Cristina Ariagno,[]
5039,Cristina Deutekom,['classical soprano']
5040,Cristina Ortiz,[]
5041,Cristina Soto,['vocal trance']
5042,Cristobal de Morales,"['early music', 'renaissance', 'spanish renaissance']"
5043,Cristy Candler,[]
5044,Cristy Lane,['country gospel']
5045,Crivel E Coro,[]
5046,Cro-Mags,"['crossover thrash', 'hardcore', 'hardcore punk', 'nyhc', 'old school thrash', 'punk', 'straight edge', 'thrash core']"
5047,Crooked Still,"['banjo', 'bluegrass', 'bluegrass gospel', 'new americana', 'new england americana', 'old-time', 'progressive bluegrass']"
5048,Crookers,['fidget house']
5049,Crooklyn Dodgers,[]
5050,Croosh,"['deep underground hip hop', 'trap soul']"
5051,"Crosby, Stills & Nash","['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'supergroup', 'traditional folk']"
5052,"Crosby, Stills, Nash & Young","['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'supergroup', 'traditional folk']"
5053,Cross Canadian Ragweed,"['oklahoma country', 'outlaw country', 'red dirt']"
5054,Crossfade,"['alternative metal', 'nu metal', 'post-grunge', 'rap rock']"
5055,Crowbar,"['alternative metal', 'doom metal', 'groove metal', 'louisiana metal', 'nu metal', 'sludge metal', 'southern metal']"
5056,Crowded House,"['australian rock', 'dance rock', 'mellow gold', 'permanent wave', 'pop rock', 'rock']"
5057,Crowder,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'worship']"
5058,Crowder Brother,['cowboy western']
5059,Crown The Empire,"['metalcore', 'post-post-hardcore', 'post-screamo', 'trancecore']"
5060,Cru,"['glam metal', 'hard rock', 'metal', 'rock', 'sleaze rock']"
5061,Crucial Conflict,"['chicago rap', 'gangster rap', 'southern hip hop']"
5062,Crumb,"['indie garage rock', 'neo-psychedelic']"
5063,Crunchy Black,"['crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'southern hip hop', 'trap']"
5064,Crush,"['k-pop', 'korean r&b']"
5065,Crush 40,"['j-metal', 'otacore']"
5066,Crusher-P,['otacore']
5067,Cruz Martinez presenta Los Super Reyes,['cumbia']
5068,Crvena Jabuka,"['croatian pop', 'croatian rock', 'narodna muzika', 'yugoslav rock']"
5069,Cry Of Love,"['modern blues rock', 'modern hard rock', 'modern southern rock', 'southern rock']"
5070,Crybaby Ouija,[]
5071,Crypt The Warchild,['philly rap']
5072,Cryptic Slaughter,"['crossover thrash', 'crust punk', 'hardcore punk', 'old school thrash', 'thrash core', 'thrash metal']"
5073,Crysta Macalush,[]
5074,Crystal Castles,"['alternative dance', 'bitpop', 'dance-punk', 'digital hardcore', 'electronica', 'electropop', 'indietronica', 'neo-synthpop', 'new rave', 'nintendocore', 'nu gaze']"
5075,Crystal Gayle,"['adult standards', 'classic country pop', 'country', 'mellow gold']"
5076,Crystal Johnson,[]
5077,Crystal Lewis,['christian music']
5078,Crystal Shawanda,"['canadian country', 'country', 'country dawn', 'country road']"
5079,Crystal Waters,"['disco house', 'diva house', 'hip house', 'vocal house']"
5080,Crywank,['small room']
5081,Csaba Erdélyi,[]
5082,Cuadro Flamenco,[]
5083,Cuarto de Milla,['regional mexican pop']
5084,Cub Sport,"['australian hip hop', 'australian indie', 'australian indie rock', 'australian pop', 'brisbane indie']"
5085,Cuban Link,"['bronx hip hop', 'hip hop cubano']"
5086,Cuban Linx,[]
5087,Cuby & The Blizzards,"['dutch blues', 'dutch indie', 'dutch rock', 'nederpop']"
5088,Cuca,"['latin alternative', 'latin rock', 'mexican rock', 'rock en espanol', 'rock urbano mexicano']"
5089,Cuco,"['bedroom pop', 'dream pop']"
5090,Cuco Sánchez,"['bolero', 'mariachi', 'mexican rock-and-roll', 'ranchera']"
5091,Cueshé,"['classic opm', 'opm', 'pinoy rock']"
5092,Cuete,"['chicano rap', 'latin hip hop']"
5093,Cult Jam,"['electro', 'freestyle', 'funk', 'new jack swing', 'quiet storm', 'urban contemporary']"
5094,Cult To Follow,"['gymcore', 'hard alternative']"
5095,"Cult priest with bell, spectators",['haitian traditional']
5096,Cults,"['alternative dance', 'chillwave', 'experimental pop', 'indie pop', 'indie rock', 'indie surf', 'indietronica', 'nu gaze', 'shimmer pop']"
5097,Cultura Profética,"['latin alternative', 'reggae en espanol', 'rock en espanol']"
5098,Culturas,['tejano']
5099,Culture,"['anthem worship', 'ccm', 'christian music', 'deep ccm', 'world worship', 'worship']"
5100,Culture Beat,"['bubblegum dance', 'eurodance', 'europop', 'german techno', 'hip house']"
5101,Culture Club,"['dance rock', 'disco', 'europop', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']"
5102,Cumbias Viejitas,[]
5103,Cumbre Norteña,"['duranguense', 'norteno', 'norteno-sax']"
5104,Cunninlynguists,"['alternative hip hop', 'hip hop', 'underground rap']"
5105,Cupid,"['kids dance party', 'pop rap']"
5106,Curly Russell,[]
5107,Curly Weaver,[]
5108,Curren$y,"['alternative hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'new orleans rap', 'pop rap', 'rap', 'southern hip hop', 'underground hip hop']"
5109,Currency,[]
5110,Current Joys,"['indie garage rock', 'indie pop']"
5111,Current Swell,"['reggae rock', 'victoria bc indie']"
5112,Cursive,"['dance-punk', 'dreamo', 'emo', 'emo punk', 'indie pop', 'indie rock', 'modern rock', 'omaha indie', 'post-hardcore', 'screamo']"
5113,Curtain Going Up Orchestra,[]
5114,Curtis Counce,['jazz double bass']
5115,Curtis Fuller,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz brass', 'jazz trombone', 'soul jazz']"
5116,Curtis Fuller Quintet,['hard bop']
5117,Curtis Grimes,"['country pop', 'country road', 'modern country rock', 'red dirt', 'texas country']"
5118,Curtis Lee,"['brill building pop', 'doo-wop']"
5119,Curtis Mayfield,"['chicago soul', 'classic soul', 'funk', 'neo soul', 'soul']"
5120,Curtis Roach,[]
5121,Curtis Stigers,"['adult standards', 'contemporary vocal jazz', 'vocal jazz']"
5122,Curtis Waters,[]
5123,Curved Air,"['art rock', 'canterbury scene', 'jazz fusion', 'progressive rock', 'psychedelic rock', 'symphonic rock', 'zolo']"
5124,Cusco,"['healing', 'new age', 'rumba']"
5125,Cut Chemist,"['big beat', 'ninja', 'trip hop', 'turntablism']"
